txn_id,timestamp,amount,payment_method,bank,failure_reason,attempt_no,hour_of_day,is_weekend,customer_past_success_rate,minutes_since_last_failure,is_flagged_risk,retry_succeeded
txn_004607,2026-07-12T08:54:00,609.14,netbanking,hdfc,invalid_otp,3,6,0,1.0,15,0,1
txn_004608,2026-06-08T04:24:00,547.81,card,kotak,insufficient_funds,1,21,0,0.672,5,0,0
txn_004609,2026-06-22T19:59:00,465.64,upi,sbi,bank_server_down,1,4,0,0.584,180,0,1
txn_004610,2026-06-25T22:11:00,360.75,wallet,yesbank,card_expired,3,13,0,0.681,60,0,0
txn_004611,2026-06-24T00:27:00,1036.53,card,icici,network_timeout,1,21,0,1.0,5,0,1
txn_004612,2026-06-22T06:52:00,772.02,netbanking,axis,risk_block,1,16,1,0.658,5,1,0
txn_004613,2026-06-07T22:35:00,3534.37,wallet,icici,insufficient_funds,3,21,1,0.951,1,0,0
txn_004614,2026-06-05T00:00:00,3519.1,wallet,idfc,card_expired,2,19,0,0.728,1,0,0
txn_004615,2026-07-13T18:33:00,92.03,upi,kotak,bank_server_down,2,8,0,0.779,5,0,1
txn_004616,2026-07-03T11:13:00,2519.73,upi,yesbank,insufficient_funds,2,4,0,0.257,1,0,0
txn_004617,2026-06-28T03:48:00,8530.23,wallet,sbi,insufficient_funds,3,0,1,0.486,30,0,0
txn_004618,2026-06-26T09:21:00,308.44,upi,kotak,issuer_declined,3,11,0,0.846,180,0,0
txn_004619,2026-07-24T18:45:00,716.08,netbanking,kotak,card_expired,1,1,0,0.849,180,0,0
txn_004620,2026-07-12T09:04:00,551.5,upi,axis,invalid_otp,1,7,1,0.902,180,0,1
txn_004621,2026-07-10T06:48:00,210.32,netbanking,axis,gateway_error,2,11,0,0.669,1,0,1
txn_004622,2026-07-16T22:54:00,257.34,wallet,sbi,risk_block,3,19,0,0.188,1,1,0
txn_004623,2026-07-28T16:02:00,241.26,upi,other,insufficient_funds,2,21,1,0.767,15,0,0
txn_004624,2026-06-12T22:07:00,316.75,wallet,hdfc,invalid_otp,1,22,0,0.135,30,0,0
txn_004625,2026-06-12T13:34:00,72.63,netbanking,idfc,risk_block,1,15,0,0.628,720,1,0
txn_004626,2026-07-05T23:49:00,20.98,upi,yesbank,insufficient_funds,2,3,0,1.0,30,0,1
txn_004627,2026-06-27T12:12:00,627.94,wallet,sbi,invalid_otp,1,16,0,0.764,60,0,1
txn_004628,2026-06-21T21:13:00,349.69,upi,idfc,bank_server_down,2,19,0,0.796,1,0,1
txn_004629,2026-07-02T20:42:00,435.91,upi,kotak,insufficient_funds,1,19,0,0.958,15,0,1
txn_004630,2026-06-20T15:15:00,535.38,netbanking,kotak,issuer_declined,2,9,0,0.316,1,0,0
txn_004631,2026-06-25T04:33:00,2351.28,wallet,kotak,insufficient_funds,1,1,1,0.588,720,0,0
txn_004632,2026-07-09T02:50:00,3835.58,upi,sbi,issuer_declined,2,0,0,0.412,60,0,0
txn_004633,2026-06-26T01:51:00,2369.47,upi,sbi,invalid_otp,1,3,0,0.892,30,0,0
txn_004634,2026-07-27T08:50:00,547.83,upi,other,insufficient_funds,1,4,0,0.789,30,0,0
txn_004635,2026-06-27T12:09:00,211.1,wallet,hdfc,bank_server_down,1,1,1,0.403,60,0,1
txn_004636,2026-07-07T22:26:00,524.65,netbanking,icici,invalid_otp,1,18,1,0.423,720,0,1
txn_004637,2026-06-07T03:53:00,562.52,upi,idfc,insufficient_funds,2,13,0,0.638,5,0,0
txn_004638,2026-06-24T02:07:00,3127.76,netbanking,yesbank,issuer_declined,2,7,1,0.427,180,0,0
txn_004639,2026-07-21T15:55:00,527.14,upi,axis,card_expired,2,10,1,0.664,5,0,1
txn_004640,2026-06-06T22:10:00,1028.72,upi,other,issuer_declined,3,9,1,0.686,1,0,1
txn_004641,2026-06-11T06:25:00,91.07,upi,idfc,card_expired,2,22,1,0.601,30,0,0
txn_004642,2026-07-06T00:34:00,837.04,upi,icici,bank_server_down,1,17,0,0.752,720,0,1
txn_004643,2026-06-29T08:34:00,3841.24,card,yesbank,invalid_otp,3,12,0,1.0,180,0,1
txn_004644,2026-06-15T12:54:00,2860.29,card,icici,insufficient_funds,1,6,0,0.91,720,0,1
txn_004645,2026-07-29T13:37:00,1982.34,wallet,yesbank,issuer_declined,1,23,0,1.0,180,0,0
txn_004646,2026-06-08T05:55:00,179.3,netbanking,yesbank,insufficient_funds,1,10,0,0.954,15,0,0
txn_004647,2026-07-27T14:01:00,3577.61,card,hdfc,insufficient_funds,1,8,0,0.696,15,0,1
txn_004648,2026-06-10T21:07:00,1948.77,card,sbi,issuer_declined,2,7,0,0.967,60,0,0
txn_004649,2026-06-19T19:24:00,132.59,card,axis,bank_server_down,1,20,0,0.928,5,0,1
txn_004650,2026-06-17T00:18:00,1956.34,wallet,other,invalid_otp,3,16,1,1.0,15,0,0
txn_004651,2026-06-20T22:17:00,686.92,card,icici,issuer_declined,2,18,0,0.939,60,0,1
txn_004652,2026-06-15T17:17:00,725.98,upi,axis,insufficient_funds,2,2,0,1.0,720,0,0
txn_004653,2026-07-29T15:29:00,1607.2,card,idfc,insufficient_funds,1,16,0,0.706,15,0,0
txn_004654,2026-07-24T23:22:00,3601.24,wallet,sbi,issuer_declined,3,17,1,0.379,30,0,0
txn_004655,2026-07-23T07:50:00,471.41,upi,other,network_timeout,1,1,1,0.712,5,0,1
txn_004656,2026-07-15T02:33:00,683.84,wallet,kotak,card_expired,1,23,0,0.632,5,0,0
txn_004657,2026-07-07T13:26:00,836.71,netbanking,sbi,gateway_error,1,2,0,0.414,720,0,1
txn_004658,2026-06-25T16:23:00,2268.78,upi,yesbank,insufficient_funds,2,16,0,0.702,1,0,0
txn_004659,2026-06-18T07:11:00,2425.28,netbanking,yesbank,card_expired,2,13,0,0.88,5,0,0
txn_004660,2026-07-04T23:10:00,143.09,netbanking,other,insufficient_funds,2,18,0,0.879,180,0,1
txn_004661,2026-06-02T06:58:00,748.51,netbanking,hdfc,card_expired,1,22,0,0.524,1,0,0
txn_004662,2026-07-24T10:53:00,1689.16,card,axis,gateway_error,1,18,0,0.613,15,0,1
txn_004663,2026-07-06T22:40:00,860.85,netbanking,hdfc,issuer_declined,2,6,0,0.688,15,0,0
txn_004664,2026-07-25T11:14:00,657.3,upi,icici,issuer_declined,1,23,0,0.923,5,0,0
txn_004665,2026-07-27T01:17:00,4239.72,upi,hdfc,invalid_otp,3,15,0,0.683,30,0,1
txn_004666,2026-07-01T18:17:00,599.74,upi,other,invalid_otp,1,8,1,1.0,30,0,1
txn_004667,2026-07-13T18:34:00,2042.65,upi,icici,bank_server_down,2,6,1,0.876,5,0,1
txn_004668,2026-07-06T14:38:00,992.14,wallet,kotak,issuer_declined,3,7,1,0.515,1,0,0
txn_004669,2026-07-18T08:21:00,342.85,upi,icici,risk_block,1,10,0,0.752,1,1,1
txn_004670,2026-06-08T23:35:00,567.6,netbanking,other,risk_block,3,9,0,0.605,1,1,0
txn_004671,2026-07-22T10:45:00,1564.43,wallet,idfc,insufficient_funds,2,5,0,1.0,60,0,1
txn_004672,2026-06-11T00:17:00,4672.51,wallet,kotak,network_timeout,2,4,0,1.0,1,0,0
txn_004673,2026-07-19T02:54:00,540.59,card,sbi,invalid_otp,1,8,1,0.545,180,0,1
txn_004674,2026-07-11T16:49:00,3849.98,card,yesbank,network_timeout,1,7,0,0.552,180,0,0
txn_004675,2026-07-11T08:14:00,833.62,netbanking,other,insufficient_funds,2,22,0,0.797,5,0,1
txn_004676,2026-06-02T20:14:00,430.24,card,icici,card_expired,1,5,0,0.493,30,0,0
txn_004677,2026-07-22T06:56:00,1709.82,upi,kotak,bank_server_down,1,17,0,0.753,5,0,1
txn_004678,2026-06-07T04:11:00,591.33,upi,idfc,issuer_declined,2,10,0,0.665,1,0,1
txn_004679,2026-07-23T02:13:00,509.76,wallet,yesbank,issuer_declined,1,2,0,0.465,30,0,0
txn_004680,2026-07-22T14:39:00,135.26,card,other,insufficient_funds,2,1,0,0.933,60,0,1
txn_004681,2026-06-10T20:12:00,663.48,card,hdfc,network_timeout,1,18,0,0.868,1,0,0
txn_004682,2026-07-05T10:49:00,1798.72,card,idfc,gateway_error,1,16,0,0.567,180,0,0
txn_004683,2026-06-30T22:34:00,387.49,wallet,other,bank_server_down,2,10,0,0.666,5,0,0
txn_004684,2026-07-05T01:44:00,581.67,netbanking,idfc,insufficient_funds,1,16,0,0.988,720,0,1
txn_004685,2026-06-26T21:00:00,1180.08,netbanking,other,card_expired,2,7,0,0.859,5,0,0
txn_004686,2026-07-23T01:01:00,119.65,upi,icici,insufficient_funds,2,5,0,0.329,720,0,1
txn_004687,2026-06-13T11:35:00,643.38,wallet,yesbank,network_timeout,1,10,1,0.772,5,0,1
txn_004688,2026-07-13T05:31:00,659.97,netbanking,hdfc,insufficient_funds,3,5,0,1.0,180,0,0
txn_004689,2026-07-03T22:57:00,490.37,upi,hdfc,card_expired,1,19,0,0.981,5,0,0
txn_004690,2026-06-25T08:04:00,894.41,upi,other,bank_server_down,2,0,1,0.432,720,0,1
txn_004691,2026-06-18T03:33:00,162.47,upi,axis,invalid_otp,1,3,1,0.592,15,0,1
txn_004692,2026-06-16T00:35:00,414.53,upi,idfc,network_timeout,1,3,0,0.8,1,0,1
txn_004693,2026-06-11T22:58:00,1409.41,netbanking,hdfc,issuer_declined,1,18,0,0.684,720,0,0
txn_004694,2026-07-23T20:37:00,61.23,card,other,bank_server_down,2,19,1,1.0,60,0,1
txn_004695,2026-07-30T10:24:00,669.45,card,icici,bank_server_down,2,21,0,0.902,1,0,0
txn_004696,2026-06-08T21:22:00,1898.1,netbanking,icici,risk_block,1,9,0,0.861,60,1,0
txn_004697,2026-06-11T08:58:00,1430.84,card,hdfc,network_timeout,2,20,0,0.868,720,0,1
txn_004698,2026-06-03T11:48:00,216.06,wallet,hdfc,issuer_declined,3,0,0,0.523,60,0,0
txn_004699,2026-06-19T14:54:00,846.69,netbanking,idfc,network_timeout,1,22,0,0.525,180,0,1
txn_004700,2026-06-07T12:42:00,1010.44,card,yesbank,invalid_otp,1,13,0,0.635,30,0,1
txn_004701,2026-06-19T09:35:00,2039.75,card,other,risk_block,1,22,1,0.568,5,1,0
txn_004702,2026-07-21T03:53:00,2282.91,card,kotak,bank_server_down,1,1,0,0.553,60,0,1
txn_004703,2026-07-06T12:20:00,70.36,upi,sbi,issuer_declined,1,17,0,0.707,720,0,1
txn_004704,2026-06-02T15:02:00,982.53,netbanking,yesbank,issuer_declined,1,13,0,0.583,60,0,1
txn_004705,2026-07-10T13:12:00,7826.6,netbanking,yesbank,network_timeout,1,17,1,1.0,1,0,1
txn_004706,2026-07-03T16:59:00,1420.1,wallet,icici,bank_server_down,1,3,1,1.0,5,0,1
txn_004707,2026-07-16T19:39:00,500.2,netbanking,axis,bank_server_down,1,16,0,1.0,720,0,1
txn_004708,2026-07-03T14:24:00,1041.87,card,hdfc,bank_server_down,1,10,0,0.777,15,0,1
txn_004709,2026-06-28T00:03:00,897.21,netbanking,icici,network_timeout,2,8,0,0.782,15,0,0
txn_004710,2026-07-12T04:59:00,466.28,netbanking,sbi,issuer_declined,1,8,0,0.724,720,0,1
txn_004711,2026-07-10T21:29:00,194.98,netbanking,kotak,risk_block,1,4,0,0.511,720,1,0
txn_004712,2026-06-18T22:52:00,332.45,wallet,axis,gateway_error,1,9,0,0.575,1,0,0
txn_004713,2026-06-26T16:46:00,100.63,card,icici,card_expired,1,5,0,1.0,60,0,0
txn_004714,2026-06-21T06:14:00,3100.4,card,icici,network_timeout,2,12,0,0.624,180,0,1
txn_004715,2026-06-30T23:50:00,174.22,netbanking,axis,insufficient_funds,1,1,1,0.658,180,0,0
txn_004716,2026-06-18T18:21:00,321.18,netbanking,icici,issuer_declined,3,23,0,0.453,5,0,0
txn_004717,2026-07-04T03:04:00,414.84,wallet,sbi,issuer_declined,1,14,1,0.436,30,0,0
txn_004718,2026-06-08T16:00:00,2364.96,wallet,yesbank,network_timeout,1,0,0,0.571,1,0,1
txn_004719,2026-06-26T19:03:00,928.25,wallet,other,insufficient_funds,1,19,0,0.943,5,0,1
txn_004720,2026-06-07T07:10:00,173.33,card,yesbank,insufficient_funds,3,22,0,0.587,30,0,0
txn_004721,2026-06-05T02:34:00,1265.41,card,axis,network_timeout,3,1,1,1.0,30,0,1
txn_004722,2026-07-03T23:59:00,180.93,netbanking,yesbank,bank_server_down,2,17,0,0.962,720,0,1
txn_004723,2026-06-28T20:12:00,403.75,upi,idfc,gateway_error,3,15,0,0.626,30,0,0
txn_004724,2026-07-28T02:30:00,338.63,upi,axis,network_timeout,2,9,1,0.628,1,0,0
txn_004725,2026-06-05T00:43:00,339.47,wallet,axis,insufficient_funds,1,10,0,0.751,30,0,0
txn_004726,2026-07-10T08:46:00,2716.09,card,other,gateway_error,1,21,1,0.645,15,0,1
txn_004727,2026-06-24T05:55:00,565.79,wallet,icici,network_timeout,1,5,1,0.645,5,0,0
txn_004728,2026-07-09T11:22:00,1117.44,netbanking,yesbank,risk_block,3,22,1,0.567,180,1,0
txn_004729,2026-07-29T01:18:00,3141.35,upi,hdfc,insufficient_funds,1,10,0,0.9,5,0,1
txn_004730,2026-07-29T22:12:00,333.08,wallet,hdfc,issuer_declined,2,3,0,0.747,5,0,0
txn_004731,2026-07-20T20:03:00,124.03,upi,yesbank,gateway_error,1,17,0,0.442,15,0,0
txn_004732,2026-07-19T01:15:00,1094.78,netbanking,idfc,gateway_error,1,1,0,0.296,30,0,0
txn_004733,2026-06-01T07:48:00,201.59,upi,kotak,network_timeout,1,8,1,0.494,180,0,1
txn_004734,2026-06-02T19:23:00,707.16,netbanking,kotak,network_timeout,2,13,1,0.813,15,0,0
txn_004735,2026-06-24T00:52:00,2318.17,upi,yesbank,card_expired,2,8,0,0.408,15,0,0
txn_004736,2026-06-21T22:18:00,265.13,upi,sbi,issuer_declined,2,16,0,0.458,5,0,0
txn_004737,2026-06-19T09:48:00,1129.93,netbanking,kotak,bank_server_down,2,17,0,0.585,180,0,1
txn_004738,2026-06-21T18:45:00,347.5,upi,yesbank,invalid_otp,1,21,0,0.812,180,0,1
txn_004739,2026-06-23T01:25:00,145.28,upi,yesbank,network_timeout,2,2,0,0.562,1,0,0
txn_004740,2026-06-11T10:06:00,391.74,card,yesbank,insufficient_funds,2,12,0,0.413,180,0,0
txn_004741,2026-06-24T20:05:00,406.71,upi,axis,bank_server_down,1,13,1,0.691,1,0,0
txn_004742,2026-07-19T07:27:00,3961.66,card,yesbank,issuer_declined,1,19,1,0.586,30,0,0
txn_004743,2026-07-29T04:24:00,466.27,card,other,invalid_otp,2,22,0,0.952,1,0,1
txn_004744,2026-07-24T08:22:00,1133.39,upi,other,invalid_otp,1,17,0,0.695,15,0,0
txn_004745,2026-07-06T10:28:00,2529.09,netbanking,yesbank,issuer_declined,2,21,1,0.928,30,0,1
txn_004746,2026-07-09T21:23:00,2815.95,upi,hdfc,insufficient_funds,1,7,0,0.738,30,0,0
txn_004747,2026-06-14T06:30:00,96.96,wallet,axis,card_expired,1,1,1,0.695,5,0,0
txn_004748,2026-07-21T19:37:00,364.75,netbanking,hdfc,card_expired,3,17,0,0.785,30,0,0
txn_004749,2026-06-25T01:33:00,2951.31,card,icici,issuer_declined,1,15,0,0.775,180,0,0
txn_004750,2026-07-16T23:20:00,2584.97,wallet,idfc,network_timeout,1,4,0,0.948,30,0,1
txn_004751,2026-07-01T16:19:00,274.19,wallet,kotak,gateway_error,1,10,1,0.869,1,0,1
txn_004752,2026-07-20T12:15:00,790.75,netbanking,sbi,issuer_declined,1,16,0,0.718,60,0,1
txn_004753,2026-07-09T17:40:00,3215.21,netbanking,other,insufficient_funds,1,23,1,0.697,1,0,0
txn_004754,2026-07-05T04:59:00,277.0,upi,other,issuer_declined,1,7,0,0.643,720,0,0
txn_004755,2026-07-18T20:05:00,1065.02,wallet,hdfc,network_timeout,1,1,0,1.0,15,0,1
txn_004756,2026-07-11T09:18:00,1030.64,netbanking,axis,risk_block,1,16,0,0.703,30,1,0
txn_004757,2026-06-29T05:16:00,659.16,upi,idfc,issuer_declined,2,14,0,0.547,180,0,0
txn_004758,2026-06-09T19:16:00,492.73,card,sbi,bank_server_down,1,8,0,0.938,15,0,1
txn_004759,2026-06-08T12:48:00,718.54,card,icici,invalid_otp,2,16,0,0.711,60,0,0
txn_004760,2026-06-30T18:07:00,174.34,wallet,icici,network_timeout,2,17,0,1.0,180,0,1
txn_004761,2026-07-29T01:58:00,542.89,card,sbi,network_timeout,3,8,0,1.0,15,0,0
txn_004762,2026-06-14T05:12:00,1783.28,wallet,yesbank,gateway_error,1,17,0,0.892,720,0,1
txn_004763,2026-06-25T03:59:00,254.94,upi,sbi,risk_block,1,2,0,0.336,720,1,0
txn_004764,2026-07-19T12:43:00,88.47,upi,yesbank,invalid_otp,1,16,1,0.696,720,0,0
txn_004765,2026-06-02T20:23:00,3053.37,upi,sbi,invalid_otp,1,0,0,0.851,180,0,1
txn_004766,2026-06-10T08:10:00,292.59,card,sbi,bank_server_down,1,22,0,0.62,180,0,1
txn_004767,2026-07-11T05:00:00,5167.37,netbanking,idfc,network_timeout,1,23,0,0.896,1,0,1
txn_004768,2026-07-13T06:59:00,110.13,upi,idfc,network_timeout,1,19,0,0.552,180,0,1
txn_004769,2026-07-17T16:19:00,111.73,wallet,icici,card_expired,1,22,0,0.915,720,0,1
txn_004770,2026-07-17T08:05:00,13078.67,card,yesbank,risk_block,1,17,0,0.628,180,1,0
txn_004771,2026-07-10T10:57:00,1694.97,netbanking,sbi,issuer_declined,3,11,0,0.821,30,0,0
txn_004772,2026-06-08T22:20:00,466.13,card,idfc,network_timeout,3,9,0,0.782,5,0,1
txn_004773,2026-06-29T05:30:00,647.49,card,axis,gateway_error,2,5,0,0.849,60,0,1
txn_004774,2026-07-17T03:12:00,185.42,upi,sbi,bank_server_down,2,14,1,1.0,1,0,1
txn_004775,2026-07-17T11:15:00,6681.93,netbanking,kotak,network_timeout,1,5,0,0.731,15,0,1
txn_004776,2026-06-12T11:21:00,834.37,upi,icici,network_timeout,2,9,0,1.0,180,0,1
txn_004777,2026-07-02T21:18:00,264.73,netbanking,idfc,risk_block,1,14,0,0.63,1,1,0
txn_004778,2026-07-15T00:23:00,588.94,wallet,idfc,bank_server_down,3,1,0,0.905,180,0,0
txn_004779,2026-07-21T15:17:00,246.7,netbanking,axis,issuer_declined,1,17,1,0.798,180,0,0
txn_004780,2026-07-16T22:56:00,2340.58,wallet,icici,bank_server_down,1,15,0,0.489,15,0,0
txn_004781,2026-07-23T08:15:00,1158.05,netbanking,icici,issuer_declined,1,4,1,0.652,180,0,0
txn_004782,2026-07-24T20:37:00,1012.11,upi,yesbank,bank_server_down,1,18,0,0.482,60,0,1
txn_004783,2026-07-13T20:36:00,2107.7,upi,axis,insufficient_funds,1,6,0,0.776,15,0,1
txn_004784,2026-07-06T20:12:00,3258.5,card,other,issuer_declined,2,7,1,0.717,1,0,0
txn_004785,2026-06-10T06:13:00,211.88,netbanking,idfc,invalid_otp,1,5,0,0.804,5,0,1
txn_004786,2026-06-11T21:26:00,365.31,wallet,idfc,bank_server_down,3,18,0,0.816,60,0,1
txn_004787,2026-07-18T18:49:00,505.62,netbanking,axis,invalid_otp,1,23,0,0.65,180,0,1
txn_004788,2026-07-15T17:52:00,287.97,card,kotak,gateway_error,1,3,0,0.826,60,0,1
txn_004789,2026-07-13T23:41:00,942.41,card,sbi,insufficient_funds,2,5,0,0.683,5,0,0
txn_004790,2026-07-14T09:36:00,639.11,netbanking,kotak,insufficient_funds,1,5,0,0.896,60,0,1
txn_004791,2026-07-17T19:18:00,14888.45,card,kotak,insufficient_funds,1,8,0,0.631,720,0,0
txn_004792,2026-07-26T05:09:00,2840.16,wallet,yesbank,card_expired,2,0,1,1.0,15,0,0
txn_004793,2026-06-14T09:37:00,347.87,wallet,yesbank,bank_server_down,1,6,1,0.94,15,0,1
txn_004794,2026-07-08T21:30:00,1074.67,netbanking,other,bank_server_down,1,5,0,0.872,180,0,1
txn_004795,2026-07-15T02:20:00,1304.74,upi,hdfc,invalid_otp,1,11,0,0.735,1,0,1
txn_004796,2026-07-15T23:19:00,710.83,netbanking,axis,gateway_error,3,19,0,0.692,5,0,0
txn_004797,2026-07-23T00:23:00,752.26,wallet,other,bank_server_down,1,7,0,0.861,1,0,1
txn_004798,2026-06-30T20:45:00,726.62,card,icici,invalid_otp,1,21,0,0.71,1,0,0
txn_004799,2026-07-06T01:34:00,930.34,netbanking,kotak,issuer_declined,1,1,1,0.272,30,0,0
txn_004800,2026-07-18T17:43:00,419.38,netbanking,hdfc,insufficient_funds,1,17,0,0.876,60,0,0
txn_004801,2026-06-28T05:05:00,915.83,wallet,yesbank,bank_server_down,1,21,0,0.831,180,0,1
txn_004802,2026-07-20T21:32:00,697.99,card,sbi,insufficient_funds,1,14,0,0.347,720,0,0
txn_004803,2026-06-18T14:26:00,1558.32,card,other,network_timeout,3,3,0,0.364,180,0,0
txn_004804,2026-06-10T03:04:00,1164.02,wallet,yesbank,insufficient_funds,1,15,0,0.605,720,0,0
txn_004805,2026-07-16T14:57:00,342.06,card,hdfc,issuer_declined,1,0,0,1.0,30,0,1
txn_004806,2026-07-17T12:08:00,2855.97,upi,kotak,bank_server_down,1,0,1,0.494,60,0,1
txn_004807,2026-07-28T04:25:00,276.25,card,idfc,invalid_otp,2,20,0,0.727,1,0,1
txn_004808,2026-07-13T14:51:00,133.43,card,idfc,risk_block,1,2,0,0.949,180,1,0
txn_004809,2026-06-17T20:26:00,1014.79,wallet,axis,card_expired,1,10,1,0.798,180,0,1
txn_004810,2026-07-27T22:31:00,614.74,card,hdfc,gateway_error,3,17,0,0.818,1,0,1
txn_004811,2026-07-23T11:39:00,493.69,wallet,yesbank,insufficient_funds,2,10,1,0.672,1,0,0
txn_004812,2026-06-30T09:14:00,470.37,wallet,icici,insufficient_funds,1,11,0,0.588,720,0,0
txn_004813,2026-07-01T04:10:00,313.31,netbanking,icici,insufficient_funds,1,10,1,1.0,30,0,0
txn_004814,2026-07-26T01:58:00,623.95,card,idfc,insufficient_funds,1,18,1,0.519,60,0,1
txn_004815,2026-07-16T00:56:00,808.73,wallet,icici,gateway_error,1,11,1,0.537,720,0,0
txn_004816,2026-06-15T11:45:00,176.28,wallet,icici,bank_server_down,1,7,0,0.689,60,0,1
txn_004817,2026-06-29T00:32:00,1289.11,card,idfc,network_timeout,2,15,0,0.839,5,0,1
txn_004818,2026-07-28T09:54:00,3475.46,upi,icici,network_timeout,1,11,0,0.441,15,0,0
txn_004819,2026-07-03T20:16:00,673.31,netbanking,yesbank,gateway_error,1,17,0,1.0,30,0,1
txn_004820,2026-06-04T00:05:00,3662.17,wallet,sbi,network_timeout,2,1,0,0.762,5,0,0
txn_004821,2026-07-13T12:02:00,291.92,wallet,axis,bank_server_down,1,4,0,0.358,60,0,1
txn_004822,2026-07-10T22:31:00,2656.84,wallet,icici,gateway_error,1,0,1,0.729,15,0,1
txn_004823,2026-06-20T17:19:00,385.34,upi,kotak,bank_server_down,1,18,1,0.558,5,0,1
txn_004824,2026-07-27T01:01:00,1129.36,netbanking,icici,invalid_otp,1,3,0,0.826,15,0,0
txn_004825,2026-07-27T04:50:00,1627.37,upi,yesbank,invalid_otp,1,19,1,0.94,5,0,1
txn_004826,2026-07-15T20:01:00,2430.61,wallet,icici,invalid_otp,1,1,1,0.745,720,0,0
txn_004827,2026-06-06T05:38:00,2678.96,upi,other,card_expired,2,21,0,0.491,5,0,0
txn_004828,2026-07-28T15:40:00,245.61,wallet,other,gateway_error,2,9,1,0.704,30,0,0
txn_004829,2026-06-17T14:52:00,2120.29,netbanking,idfc,bank_server_down,3,0,0,0.961,1,0,0
txn_004830,2026-06-11T11:18:00,2763.99,netbanking,sbi,issuer_declined,1,19,0,0.678,180,0,1
txn_004831,2026-07-11T02:06:00,1864.59,card,kotak,invalid_otp,1,21,0,0.617,30,0,1
txn_004832,2026-07-09T21:56:00,438.39,upi,hdfc,issuer_declined,1,6,0,0.57,720,0,0
txn_004833,2026-06-27T17:42:00,816.97,upi,kotak,bank_server_down,1,10,1,0.722,720,0,1
txn_004834,2026-07-17T20:51:00,472.3,wallet,icici,issuer_declined,3,15,1,0.707,30,0,0
txn_004835,2026-07-07T19:42:00,1004.71,card,idfc,bank_server_down,1,2,1,1.0,15,0,0
txn_004836,2026-07-17T00:24:00,447.54,card,hdfc,gateway_error,1,13,0,0.665,180,0,1
txn_004837,2026-07-29T13:24:00,181.89,wallet,sbi,network_timeout,1,13,0,0.301,60,0,1
txn_004838,2026-07-15T22:01:00,4651.71,netbanking,sbi,issuer_declined,1,3,0,1.0,180,0,0
txn_004839,2026-07-08T06:34:00,367.75,upi,axis,card_expired,2,19,1,0.647,180,0,0
txn_004840,2026-07-02T07:55:00,3154.73,upi,axis,bank_server_down,1,20,0,0.895,1,0,0
txn_004841,2026-06-18T22:50:00,1990.21,card,icici,card_expired,2,17,1,0.292,720,0,0
txn_004842,2026-06-10T20:29:00,3057.79,netbanking,kotak,bank_server_down,1,22,0,0.65,60,0,1
txn_004843,2026-07-18T07:32:00,1177.09,wallet,idfc,network_timeout,2,15,0,0.832,60,0,1
txn_004844,2026-06-13T00:46:00,530.44,upi,hdfc,insufficient_funds,1,17,0,0.831,1,0,1
txn_004845,2026-07-19T16:37:00,918.42,card,other,gateway_error,1,18,0,1.0,5,0,1
txn_004846,2026-06-10T16:02:00,1577.69,wallet,hdfc,network_timeout,1,13,1,0.81,15,0,1
txn_004847,2026-07-10T17:02:00,455.55,card,idfc,card_expired,1,14,1,0.518,720,0,0
txn_004848,2026-06-25T07:19:00,721.55,wallet,yesbank,bank_server_down,2,5,0,0.467,5,0,0
txn_004849,2026-07-11T13:44:00,531.51,wallet,axis,invalid_otp,1,15,0,0.825,60,0,1
txn_004850,2026-07-27T12:52:00,350.51,netbanking,icici,network_timeout,1,23,0,0.501,1,0,0
txn_004851,2026-06-08T16:02:00,1599.06,wallet,axis,insufficient_funds,1,16,1,0.596,720,0,1
txn_004852,2026-07-16T00:25:00,940.43,upi,axis,issuer_declined,2,13,0,0.408,15,0,0
txn_004853,2026-07-04T06:38:00,632.6,wallet,other,card_expired,1,6,1,0.252,60,0,0
txn_004854,2026-07-06T01:30:00,961.4,wallet,kotak,bank_server_down,1,2,0,0.5,1,0,1
txn_004855,2026-06-02T00:15:00,241.4,netbanking,kotak,gateway_error,1,17,1,0.835,30,0,1
txn_004856,2026-07-25T15:27:00,2732.08,netbanking,yesbank,bank_server_down,1,1,0,0.573,5,0,1
txn_004857,2026-07-19T04:33:00,876.79,wallet,idfc,network_timeout,1,18,1,0.991,1,0,1
txn_004858,2026-06-22T03:31:00,687.58,upi,kotak,bank_server_down,2,9,0,1.0,60,0,1
txn_004859,2026-06-23T07:58:00,184.19,wallet,other,issuer_declined,1,6,0,0.726,720,0,0
txn_004860,2026-07-06T11:24:00,159.12,upi,other,network_timeout,1,1,0,0.859,1,0,1
txn_004861,2026-06-27T15:50:00,1668.18,netbanking,hdfc,bank_server_down,1,5,0,0.797,15,0,1
txn_004862,2026-06-22T19:42:00,597.73,card,yesbank,invalid_otp,1,2,1,0.641,720,0,0
txn_004863,2026-06-08T07:29:00,993.54,wallet,sbi,insufficient_funds,1,18,1,0.804,180,0,1
txn_004864,2026-06-21T08:38:00,125.96,wallet,kotak,invalid_otp,1,7,0,0.406,15,0,1
txn_004865,2026-06-15T07:29:00,278.8,wallet,hdfc,invalid_otp,1,4,0,0.946,5,0,0
txn_004866,2026-06-17T09:42:00,936.77,netbanking,other,gateway_error,2,23,1,1.0,180,0,1
